#                                                                 --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name          accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#  ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
UniRef50_A0A1Q9EEX7    -          YP_009664532.1       -            5.3e-59  210.6 245.7   1.4e+02   13.7   2.4  29.2   1   1  31  32  32  32   0 Uncharacterized protein n=1 Tax=Symbiodinium microadriaticum TaxID=2951 RepID=A0A1Q9EEX7_SYMMI
UniRef50_A0A2D6A6Q8    -          NP_536676.1          -                5.2   18.1   1.0       6.9   17.8   1.0   1.1   1   0   0   1   1   1   0 DUF4956 domain-containing protein n=1 Tax=Planctomycetes bacterium TaxID=2026780 RepID=A0A2D6A6Q8_9BACT
UniRef50_A0A7X2MRD5    -          NP_536676.1          -                5.2   18.1  11.8       6.4   17.9  11.8   1.1   1   0   0   1   1   1   0 Acyltransferase family protein (Fragment) n=1 Tax=Enterobacter agglomerans TaxID=549 RepID=A0A7X2MRD5_ENTAG
UniRef50_A0A5E6M5D5    -          NP_536676.1          -                5.2   18.1   6.2       6.4   17.9   6.2   1.2   1   0   0   1   1   1   0 Uncharacterized protein n=6 Tax=Verrucomicrobia TaxID=74201 RepID=A0A5E6M5D5_9BACT
UniRef50_A0A7X5VY89    -          NP_536676.1          -                5.3   18.1  11.1       6.5   17.8  11.1   1.1   1   0   0   1   1   1   0 DUF4956 domain-containing protein n=2 Tax=Bacteria TaxID=2 RepID=A0A7X5VY89_9BACT
UniRef50_A0A558HNW4    -          NP_536676.1          -                5.3   18.1  21.9   2.6e+02   12.6  11.7   2.2   2   0   0   2   2   2   0 Uncharacterized protein n=2 Tax=root TaxID=1 RepID=A0A558HNW4_9GAMM
UniRef50_A0A359MX20    -          NP_536676.1          -                5.3   18.1  18.9   2.4e+02   12.7   6.5   2.2   2   0   0   2   2   2   0 Uncharacterized protein (Fragment) n=1 Tax=Candidatus Kerfeldbacteria bacterium TaxID=2053565 RepID=A0A359MX20_9BACT
UniRef50_M6XMM4        -          NP_536676.1          -                5.4   18.1  10.5        16   16.6  10.6   1.6   1   1   0   1   1   1   0 Membrane protein, PF09852 domain protein n=3 Tax=Leptospira TaxID=171 RepID=M6XMM4_9LEPT
UniRef50_I4LZC4        -          NP_536676.1          -                5.4   18.1  14.8       5.4   18.1  14.8   2.3   2   0   0   2   2   1   0 PMT_2 domain-containing protein (Fragment) n=1 Tax=Gardnerella vaginalis 1500E TaxID=698957 RepID=I4LZC4_GARVA
UniRef50_A0A7C3RNI8    -          NP_536676.1          -                5.4   18.1  15.9   1.1e+02   13.8   8.4   2.7   2   1   0   2   2   2   0 PA14 domain-containing protein n=1 Tax=bacterium TaxID=1869227 RepID=A0A7C3RNI8_9BACT
UniRef50_Q8GPA2        -          NP_536676.1          -                5.4   18.1  25.9   2.1e+02   12.9  12.6   2.1   1   1   1   2   2   2   0 Eps7H n=1 Tax=Streptococcus thermophilus TaxID=1308 RepID=Q8GPA2_STRTR
UniRef50_D3QAQ9        -          NP_536676.1          -                5.4   18.1   3.2       7.5   17.6   3.2   1.1   1   0   0   1   1   1   0 Histidine kinase n=1 Tax=Stackebrandtia nassauensis (strain DSM 44728 / CIP 108903 / NRRL B-16338 / NBRC 102104 / LLR-40K-21) TaxID=446470 RepID=D3QAQ9_STANL
UniRef50_A0A1F3T725    -          NP_536676.1          -                5.5   18.1  18.4       5.5   18.1  18.4   2.5   1   1   1   2   2   1   0 Uncharacterized protein n=1 Tax=Bdellovibrionales bacterium RIFOXYA1_FULL_36_14 TaxID=1797391 RepID=A0A1F3T725_9PROT
UniRef50_UPI00064861B5 -          NP_536676.1          -                5.5   18.1   3.1       5.5   18.1   3.1   2.7   1   1   0   2   2   1   0 glycosyltransferase family 39 protein n=1 Tax=Terriglobus sp. TAA 43 TaxID=278961 RepID=UPI00064861B5
UniRef50_A0A1Y4DCI6    -          NP_536676.1          -                5.5   18.1   4.0       5.9   18.0   4.0   1.1   1   0   0   1   1   1   0 Acyl_transf_3 domain-containing protein n=1 Tax=Bacteroides sp. An279 TaxID=1965620 RepID=A0A1Y4DCI6_9BACE
UniRef50_A0A174NTW0    -          NP_536676.1          -                5.5   18.1   9.2       5.5   18.1   9.2   3.5   3   0   0   3   3   2   0 Uncharacterized protein n=1 Tax=Hungatella hathewayi TaxID=154046 RepID=A0A174NTW0_9CLOT
UniRef50_A0A1C6H5T0    -          NP_536676.1          -                5.5   18.1  16.2        10   17.2  16.2   1.5   1   1   0   1   1   1   0 Serine/alanine racemase n=6 Tax=Oscillospiraceae TaxID=216572 RepID=A0A1C6H5T0_9FIRM
UniRef50_A0A2D6LM41    -          NP_536676.1          -                5.5   18.1   5.2       5.5   18.1   5.2   1.9   1   1   1   2   2   1   0 PMT_2 domain-containing protein (Fragment) n=1 Tax=Phycisphaerae bacterium TaxID=2026778 RepID=A0A2D6LM41_9BACT
UniRef50_UPI0012DE921B -          NP_536676.1          -                5.6   18.1   4.9         6   17.9   4.9   1.0   1   0   0   1   1   1   0 hypothetical protein n=1 Tax=Aerococcus urinae TaxID=1376 RepID=UPI0012DE921B
UniRef50_A0A538TAA0    -          NP_536676.1          -                5.6   18.1   1.2       6.2   17.9   1.2   1.0   1   0   0   1   1   1   0 CPBP family intramembrane metalloprotease n=1 Tax=Candidatus Eisenbacteria bacterium TaxID=2212470 RepID=A0A538TAA0_9BACT
UniRef50_A0A2V6VEX5    -          NP_536676.1          -                5.6   18.1  10.8       5.6   18.1  10.8   2.3   1   1   1   2   2   1   0 Uncharacterized protein (Fragment) n=1 Tax=Candidatus Rokubacteria bacterium TaxID=2053607 RepID=A0A2V6VEX5_9BACT
UniRef50_A0A255T2W5    -          NP_536676.1          -                5.6   18.0   2.1         6   17.9   2.1   1.0   1   0   0   1   1   1   0 Acyl_transf_3 domain-containing protein (Fragment) n=1 Tax=Prevotella sp. P3-122 TaxID=2024223 RepID=A0A255T2W5_9BACT
UniRef50_K5UP88        -          NP_536676.1          -                5.6   18.0   4.1       7.6   17.6   4.1   1.1   1   0   0   1   1   1   0 MFS domain-containing protein n=1 Tax=Phanerochaete carnosa (strain HHB-10118-sp) TaxID=650164 RepID=K5UP88_PHACS
UniRef50_UPI000783418A -          NP_536676.1          -                5.6   18.0   3.2       9.4   17.3   3.2   1.3   1   0   0   1   1   1   0 GGDEF domain-containing protein n=1 Tax=Demequina globuliformis TaxID=676202 RepID=UPI000783418A
UniRef50_UPI0010927415 -          NP_536676.1          -                5.6   18.0   3.2         7   17.7   3.2   1.3   1   0   0   1   1   1   0 hypothetical protein n=1 Tax=Serinibacter arcticus TaxID=1655435 RepID=UPI0010927415
UniRef50_UPI0011B75674 -          NP_536676.1          -                5.6   18.0   0.2       7.8   17.6   0.2   1.1   1   0   0   1   1   1   0 hypothetical protein n=1 Tax=Gemmobacter aquaticus TaxID=490185 RepID=UPI0011B75674
UniRef50_A0A0F6U5G3    -          NP_536676.1          -                5.7   18.0   2.3        19   16.3   2.7   1.6   1   1   0   1   1   1   0 Uncharacterized protein n=1 Tax=Microcystis aeruginosa NIES-2549 TaxID=1641812 RepID=A0A0F6U5G3_MICAE
UniRef50_A0A3N1X8K7    -          NP_536676.1          -                5.7   18.0   5.0       5.9   18.0   5.0   1.0   1   0   0   1   1   1   0 Uncharacterized protein n=1 Tax=Comamonas sp. BIGb0124 TaxID=2485130 RepID=A0A3N1X8K7_9BURK
UniRef50_A0A7X9H8W3    -          NP_536676.1          -                5.7   18.0   4.1       5.7   18.0   4.1   3.3   3   1   0   3   3   2   0 Uncharacterized protein n=1 Tax=Bacteroidales bacterium TaxID=2030927 RepID=A0A7X9H8W3_9BACT
UniRef50_UPI00148EF20A -          NP_536676.1          -                5.7   18.0  17.5       6.4   17.9   6.5   2.1   2   0   0   2   2   2   0 hypothetical protein n=1 Tax=Acinetobacter haemolyticus TaxID=29430 RepID=UPI00148EF20A
UniRef50_UPI00143A38A5 -          NP_536676.1          -                5.7   18.0  19.3        94   14.0   5.9   2.3   2   0   0   2   2   2   0 O-antigen ligase family protein n=2 Tax=Weeksella TaxID=1013 RepID=UPI00143A38A5
UniRef50_A0A355IAP9    -          NP_536676.1          -                5.8   18.0  15.3       7.1   17.7  14.2   1.7   1   1   0   2   2   1   0 DUF1624 domain-containing protein n=5 Tax=Firmicutes bacterium TaxID=1879010 RepID=A0A355IAP9_9FIRM
UniRef50_R7HJI8        -          NP_536676.1          -                5.8   18.0  15.8       5.8   18.0  15.8   3.2   3   0   0   3   3   2   0 Uncharacterized protein n=1 Tax=Mycoplasma sp. CAG:472 TaxID=1262904 RepID=R7HJI8_9MOLU
UniRef50_A0A6M1KRI2    -          NP_536676.1          -                5.8   18.0   3.0       8.3   17.5   3.0   1.1   1   0   0   1   1   1   0 HisKA_3 domain-containing protein n=3 Tax=Micromonosporaceae TaxID=28056 RepID=A0A6M1KRI2_9ACTN
UniRef50_A0A1H8YGR9    -          NP_536676.1          -                5.8   18.0   5.5       8.7   17.4   5.5   1.2   1   0   0   1   1   1   0 DUF1624 domain-containing protein n=2 Tax=Alphaproteobacteria TaxID=28211 RepID=A0A1H8YGR9_9HYPH
UniRef50_A0A3B9BXI3    -          NP_536676.1          -                5.8   18.0   3.9       7.3   17.7   3.9   1.1   1   0   0   1   1   1   0 Uncharacterized protein (Fragment) n=1 Tax=Chitinophagaceae bacterium TaxID=1869212 RepID=A0A3B9BXI3_9BACT
UniRef50_UPI001319CE9B -          NP_536676.1          -                5.8   18.0   1.7       6.9   17.8   1.7   1.1   1   0   0   1   1   1   0 hypothetical protein n=1 Tax=Cronobacter dublinensis TaxID=413497 RepID=UPI001319CE9B
UniRef50_A0A7C1H698    -          NP_536676.1          -                5.8   18.0   7.8       7.6   17.6   7.8   1.1   1   0   0   1   1   1   0 Uncharacterized protein n=1 Tax=bacterium TaxID=1869227 RepID=A0A7C1H698_9BACT
UniRef50_A0A2D7KTI7    -          NP_536676.1          -                5.8   18.0   1.2       8.3   17.5   1.2   1.3   1   0   0   1   1   1   0 Biopolymer transporter ExbB n=8 Tax=Alphaproteobacteria TaxID=28211 RepID=A0A2D7KTI7_9PROT
UniRef50_A0A4V0I2S7    -          NP_536676.1          -                5.9   18.0   3.3       5.9   18.0   3.3   2.1   2   0   0   2   2   1   0 PMT_2 domain-containing protein n=2 Tax=Gemmataceae TaxID=1914233 RepID=A0A4V0I2S7_9BACT
UniRef50_UPI0015F1B03D -          NP_536676.1          -                5.9   18.0  11.8       8.6   17.4   4.2   2.1   2   0   0   2   2   2   0 O-antigen ligase family protein n=1 Tax=Pontibacter diazotrophicus TaxID=1400979 RepID=UPI0015F1B03D
UniRef50_A0A1I8C5G3    -          NP_536676.1          -                5.9   18.0   0.4       9.1   17.4   0.4   1.3   1   1   0   1   1   1   0 Uncharacterized protein n=1 Tax=Rhabditophanes sp. KR3021 TaxID=114890 RepID=A0A1I8C5G3_9BILA
UniRef50_A0A832YZJ7    -          NP_536676.1          -                5.9   18.0   1.7       6.1   17.9   1.7   1.0   1   0   0   1   1   1   0 Uncharacterized protein (Fragment) n=1 Tax=Archaeoglobus profundus TaxID=84156 RepID=A0A832YZJ7_ARCPR
UniRef50_A0A3A0EUE1    -          NP_536676.1          -                5.9   18.0  10.9       5.9   18.0  10.9   2.2   1   1   1   2   2   1   0 Histidine kinase n=2 Tax=Proteobacteria TaxID=1224 RepID=A0A3A0EUE1_9PROT
UniRef50_UPI000ABBCF5B -          NP_536676.1          -                5.9   18.0   0.1       5.9   18.0   0.1   2.3   2   1   0   3   3   1   0 acyltransferase n=1 Tax=Demequina phytophila TaxID=1638981 RepID=UPI000ABBCF5B
UniRef50_A0A2D6PX17    -          NP_536676.1          -                  6   18.0   2.2         6   18.0   2.2   2.1   2   0   0   2   2   1   0 PMT_2 domain-containing protein n=1 Tax=Planctomycetes bacterium TaxID=2026780 RepID=A0A2D6PX17_9BACT
UniRef50_UPI001569B8F4 -          NP_536676.1          -                  6   18.0  22.9         6   18.0  22.9   2.9   1   1   0   3   3   1   0 hypothetical protein n=1 Tax=Marinobacterium sp. xm-d-564 TaxID=2497742 RepID=UPI001569B8F4
UniRef50_A0A3D4YIE9    -          NP_536676.1          -                  6   18.0   4.5       9.8   17.3   4.5   1.3   1   0   0   1   1   1   0 Uncharacterized protein n=1 Tax=Clostridiales bacterium TaxID=1898207 RepID=A0A3D4YIE9_9FIRM
UniRef50_A0A814PZ33    -          NP_536676.1          -                  6   18.0   4.3        14   16.8   4.3   1.5   1   1   0   1   1   1   0 Hypothetical protein n=2 Tax=Didymodactylos carnosus TaxID=1234261 RepID=A0A814PZ33_9BILA
UniRef50_F5RN52        -          NP_536676.1          -                6.1   17.9   6.1        69   14.5   0.8   2.0   1   1   1   2   2   2   0 Uncharacterized protein n=1 Tax=Centipeda periodontii DSM 2778 TaxID=888060 RepID=F5RN52_9FIRM
UniRef50_A0A800F7D4    -          NP_536676.1          -                6.1   17.9   4.2       8.6   17.4   4.2   1.1   1   0   0   1   1   1   0 DUF4105 domain-containing protein n=1 Tax=Gemmatimonadetes bacterium TaxID=2026742 RepID=A0A800F7D4_9BACT
UniRef50_A0A7C2QPB3    -          NP_536676.1          -                6.1   17.9   1.4       6.1   17.9   1.4   2.9   2   1   1   3   3   2   0 PTPS_related domain-containing protein (Fragment) n=1 Tax=Euryarchaeota archaeon TaxID=2026739 RepID=A0A7C2QPB3_9EURY
UniRef50_A0A2H0X916    -          NP_536676.1          -                6.1   17.9  15.4       6.1   17.9  15.4   3.0   3   0   0   3   3   1   0 PMT_2 domain-containing protein n=2 Tax=candidate division WWE3 TaxID=422282 RepID=A0A2H0X916_9BACT
UniRef50_A0A7S1DRB4    -          NP_536676.1          -                6.1   17.9   4.7        35   15.5   4.6   2.1   1   1   0   1   1   1   0 Hypothetical protein (Fragment) n=3 Tax=Hemiselmis andersenii TaxID=464988 RepID=A0A7S1DRB4_HEMAN
UniRef50_A0A1Y4MBY4    -          NP_536676.1          -                6.2   17.9   0.7       8.2   17.5   0.7   1.1   1   0   0   1   1   1   0 HTH cro/C1-type domain-containing protein n=4 Tax=unclassified Drancourtella TaxID=2620445 RepID=A0A1Y4MBY4_9FIRM
UniRef50_A0A7C4KQJ7    -          NP_536676.1          -                6.2   17.9   2.8       6.2   17.9   2.8   2.5   2   1   0   2   2   2   0 PMT_2 domain-containing protein n=2 Tax=Deltaproteobacteria TaxID=28221 RepID=A0A7C4KQJ7_9DELT
UniRef50_A0A7U7B0S3    -          NP_536676.1          -                6.2   17.9  17.3        68   14.5  16.8   2.4   1   1   0   1   1   1   0 Uncharacterized protein n=1 Tax=Rhodospirillaceae bacterium LM-1 TaxID=2682548 RepID=A0A7U7B0S3_9PROT
UniRef50_A0A0Q4IVD9    -          NP_536676.1          -                6.2   17.9   3.0       6.2   17.9   3.0   3.0   2   2   0   2   2   1   0 DUF1624 domain-containing protein n=224 Tax=Bacteria TaxID=2 RepID=A0A0Q4IVD9_9SPHN
UniRef50_A0A379AZG5    -          NP_536676.1          -                6.3   17.9   4.9       6.3   17.9   4.9   2.2   2   0   0   2   2   2   0 O-antigen ligase-like protein n=1 Tax=Avibacterium gallinarum TaxID=755 RepID=A0A379AZG5_AVIGA
UniRef50_A0A0M0BFB2    -          NP_536676.1          -                6.3   17.9   1.6       9.2   17.3   1.6   1.2   1   0   0   1   1   1   0 Uncharacterized protein n=2 Tax=unclassified Candidatus Bathyarchaeota TaxID=1700837 RepID=A0A0M0BFB2_9ARCH
UniRef50_A0A7S3HXU3    -          NP_536676.1          -                6.3   17.9   1.1       9.1   17.4   1.1   1.1   1   0   0   1   1   1   0 Hypothetical protein (Fragment) n=1 Tax=Favella ehrenbergii TaxID=182087 RepID=A0A7S3HXU3_9SPIT
UniRef50_A1TNB2        -          NP_536676.1          -                6.3   17.9  22.8   4.7e+02   11.8  19.2   2.8   1   1   1   2   2   1   0 DUF1624 domain-containing protein n=532 Tax=Proteobacteria TaxID=1224 RepID=A1TNB2_ACIAC
UniRef50_A0A1R1LBB0    -          NP_536676.1          -                6.3   17.9   5.9       9.4   17.3   5.9   1.3   1   0   0   1   1   1   0 acidPPc domain-containing protein n=5 Tax=Tersicoccus TaxID=1418588 RepID=A0A1R1LBB0_9MICC
UniRef50_UPI000512BBE9 -          NP_536676.1          -                6.4   17.9   1.6       7.5   17.6   1.6   1.1   1   0   0   1   1   1   0 acyltransferase family protein n=1 Tax=Lactobacillus reuteri TaxID=1598 RepID=UPI000512BBE9
UniRef50_X1TLH3        -          NP_536676.1          -                6.4   17.9  22.1        27   15.8  11.2   2.1   2   0   0   2   2   2   0 Uncharacterized protein (Fragment) n=1 Tax=marine sediment metagenome TaxID=412755 RepID=X1TLH3_9ZZZZ
UniRef50_A0A2I7SVP8    -          NP_536676.1          -                6.4   17.9   2.2       9.7   17.3   2.2   1.2   1   0   0   1   1   1   0 DUF2154 domain-containing protein n=2 Tax=Laceyella TaxID=292635 RepID=A0A2I7SVP8_LACSH
UniRef50_E9S3U8        -          NP_536676.1          -                6.4   17.9   7.5         7   17.7   7.5   1.1   1   0   0   1   1   1   0 CAAX amino terminal protease n=1 Tax=Treponema denticola F0402 TaxID=699187 RepID=E9S3U8_TREDN
UniRef50_D5BPM3        -          NP_536676.1          -                6.4   17.8   0.9        11   17.1   0.9   1.4   1   1   0   1   1   1   0 MotA_ExbB domain-containing protein n=38 Tax=Proteobacteria TaxID=1224 RepID=D5BPM3_PUNMI
UniRef50_UPI000F595958 -          NP_536676.1          -                6.4   17.8  10.1       6.4   17.8  10.1   4.1   2   1   1   3   3   1   0 hypothetical protein n=2 Tax=Amniculibacterium TaxID=2715289 RepID=UPI000F595958
UniRef50_A0A0Q6EVA6    -          NP_536676.1          -                6.5   17.8   5.1       7.3   17.7   5.1   1.2   1   0   0   1   1   1   0 Cation:proton antiporter n=6 Tax=Hyphomicrobiales TaxID=356 RepID=A0A0Q6EVA6_9HYPH
UniRef50_A0A2N9MJQ4    -          NP_536676.1          -                6.5   17.8  11.4       6.5   17.8  11.4   2.5   1   1   1   2   2   1   0 Uncharacterized protein n=1 Tax=Candidatus Sulfopaludibacter sp. SbA3 TaxID=2043164 RepID=A0A2N9MJQ4_9BACT
UniRef50_T0KKX7        -          NP_536676.1          -                6.5   17.8   1.4       6.5   17.8   1.4   2.3   2   0   0   2   2   2   0 Uncharacterized protein n=17 Tax=Alphaproteobacteria TaxID=28211 RepID=T0KKX7_9SPHN
UniRef50_A0A814MUN0    -          NP_536676.1          -                6.5   17.8   8.3   8.1e+02   11.0   0.6   2.1   2   0   0   2   2   2   0 Hypothetical protein n=3 Tax=Adineta steineri TaxID=433720 RepID=A0A814MUN0_9BILA
UniRef50_A0A6A3HK56    -          NP_536676.1          -                6.5   17.8   7.1       9.1   17.4   7.1   1.2   1   0   0   1   1   1   0 Uncharacterized protein (Fragment) n=3 Tax=Phytophthora rubi TaxID=129364 RepID=A0A6A3HK56_9STRA
UniRef50_A0A164C8H2    -          NP_536676.1          -                6.5   17.8   0.3     5e+02   11.7   0.0   2.0   1   1   1   2   2   2   0 Uncharacterized protein n=2 Tax=Synechococcus sp. MIT S9508 TaxID=1801629 RepID=A0A164C8H2_9SYNE
UniRef50_A0A3S8X9S4    -          NP_536676.1          -                6.5   17.8   0.1       6.6   17.8   0.1   1.0   1   0   0   1   1   1   0 IncF plasmid conjugative transfer pilin acetylase TraX n=1 Tax=Escherichia coli TaxID=562 RepID=A0A3S8X9S4_ECOLX
UniRef50_A0A348B6N7    -          NP_536676.1          -                6.5   17.8   1.6        11   17.1   1.6   1.4   1   1   0   1   1   1   0 CitMHS domain-containing protein n=2 Tax=Sulfodiicoccus acidiphilus TaxID=1670455 RepID=A0A348B6N7_9CREN
UniRef50_UPI00129C0C1C -          NP_536676.1          -                6.5   17.8   6.5       8.7   17.4   6.5   1.2   1   0   0   1   1   1   0 cell wall-active antibiotics response protein n=1 Tax=Sporosarcina sp. A15 TaxID=2660748 RepID=UPI00129C0C1C
UniRef50_A0A1G0PBM0    -          NP_536676.1          -                6.5   17.8  21.7       6.5   17.8  21.7   2.5   1   1   1   2   2   1   0 Uncharacterized protein n=1 Tax=Ignavibacteria bacterium GWA2_35_9 TaxID=1798418 RepID=A0A1G0PBM0_9BACT
UniRef50_A0A7V9K2T4    -          NP_536676.1          -                6.6   17.8   5.5       6.6   17.8   5.5   1.6   1   1   1   2   2   1   0 Glycosyltransferase family 39 protein n=1 Tax=Thermoleophilaceae bacterium TaxID=2732252 RepID=A0A7V9K2T4_9ACTN
UniRef50_A0A2V9WQP2    -          NP_536676.1          -                6.6   17.8  12.6        19   16.3  12.7   1.6   1   1   0   1   1   1   0 DUF1624 domain-containing protein n=1 Tax=Acidobacteria bacterium TaxID=1978231 RepID=A0A2V9WQP2_9BACT
UniRef50_A0A085WEA9    -          NP_536676.1          -                6.6   17.8   0.4       6.6   17.8   0.4   2.3   1   1   1   2   2   1   0 DUF1624 domain-containing protein n=1 Tax=Hyalangium minutum TaxID=394096 RepID=A0A085WEA9_9DELT
UniRef50_A0A0J7JQ90    -          NP_536676.1          -                6.6   17.8   0.1       7.8   17.6   0.1   1.2   1   0   0   1   1   1   0 Conjugative transfer protein TrbP (IncF TraX) n=1 Tax=Candidatus Burkholderia pumila TaxID=1090375 RepID=A0A0J7JQ90_9BURK
UniRef50_A0A7H0G3J2    -          NP_536676.1          -                6.6   17.8   0.4       8.8   17.4   0.4   1.1   1   0   0   1   1   1   0 Uncharacterized protein n=1 Tax=Sphingomonas daechungensis TaxID=1176646 RepID=A0A7H0G3J2_9SPHN
UniRef50_A3CTG1        -          NP_536676.1          -                6.7   17.8  19.8   5.3e+02   11.6   1.0   2.5   2   0   0   2   2   2   0 Glycosyl transferase, family 39 n=33 Tax=root TaxID=1 RepID=A3CTG1_METMJ
UniRef50_A0A387HKY5    -          NP_536676.1          -                6.7   17.8  13.1        10   17.2   0.6   2.8   2   1   1   3   3   2   0 Polyprenol-phosphate-mannose-dependent alpha-(1-2)-phosphatidylinositol pentamannoside mannosyltransferase n=111 Tax=Streptomyces TaxID=1883 RepID=A0A387HKY5_9ACTN
UniRef50_W4RJF9        -          NP_536676.1          -                6.7   17.8   8.8   1.9e+02   13.0   2.6   2.1   2   0   0   2   2   2   0 Cell division protein FtsK n=2 Tax=Bacillaceae TaxID=186817 RepID=W4RJF9_9BACI
UniRef50_A0A1B4XGR9    -          NP_536676.1          -                6.8   17.8   3.1       6.8   17.8   3.1   3.3   3   0   0   3   3   2   0 O-antigen polymerase n=1 Tax=Sulfuricaulis limicola TaxID=1620215 RepID=A0A1B4XGR9_9GAMM
UniRef50_A0A358NE78    -          NP_536676.1          -                6.8   17.8   9.9       8.3   17.5   9.9   1.2   1   0   0   1   1   1   0 Uncharacterized protein n=1 Tax=Clostridiales bacterium TaxID=1898207 RepID=A0A358NE78_9FIRM
UniRef50_A0A2E3RI65    -          NP_536676.1          -                6.8   17.8   9.8       6.8   17.8   9.8   1.6   2   0   0   2   2   1   0 Uncharacterized protein n=1 Tax=Planctomycetaceae bacterium TaxID=2026779 RepID=A0A2E3RI65_9PLAN
UniRef50_UPI00111D020D -          NP_536676.1          -                6.8   17.8   4.5       6.8   17.8   4.5   2.2   2   0   0   2   2   2   0 O-antigen ligase RfaL n=1 Tax=Escherichia coli TaxID=562 RepID=UPI00111D020D
UniRef50_A0A3D3NAQ0    -          NP_536676.1          -                6.8   17.8   2.4       7.6   17.6   2.4   1.1   1   0   0   1   1   1   0 SAM-dependent methyltransferase (Fragment) n=2 Tax=Candidatus Accumulibacter sp. TaxID=2053492 RepID=A0A3D3NAQ0_9PROT
UniRef50_UPI001372DA73 -          NP_536676.1          -                6.8   17.8   6.7       6.8   17.8   6.7   3.3   2   1   1   3   3   1   0 hypothetical protein n=4 Tax=Acinetobacter TaxID=469 RepID=UPI001372DA73
UniRef50_A0A836Q4I5    -          NP_536676.1          -                6.9   17.8   8.9         8   17.5   8.9   1.1   1   0   0   1   1   1   0 Uncharacterized protein n=1 Tax=Candidatus Melainabacteria bacterium TaxID=2052166 RepID=A0A836Q4I5_9BACT
UniRef50_A8UEF4        -          NP_536676.1          -                6.9   17.8  12.3        18   16.4  12.1   1.7   1   1   0   1   1   1   0 Uncharacterized protein n=5 Tax=Flavobacteriales TaxID=200644 RepID=A8UEF4_9FLAO
UniRef50_A0A3D5KFW3    -          NP_536676.1          -                6.9   17.8   3.3       8.4   17.5   3.3   1.1   1   0   0   1   1   1   0 Acyl_transf_3 domain-containing protein n=1 Tax=Clostridium sp. TaxID=1506 RepID=A0A3D5KFW3_CLOSP
UniRef50_A0A510URX9    -          NP_536676.1          -                6.9   17.8   9.7        12   16.9   1.7   2.2   2   0   0   2   2   2   0 PMT_2 domain-containing protein n=2 Tax=Cellulomonas persica TaxID=76861 RepID=A0A510URX9_9CELL
UniRef50_A0A1H7G6Z9    -          NP_536676.1          -                  7   17.7   8.2        12   17.0   8.2   1.4   1   1   0   1   1   1   0 Acyltransferase family protein n=1 Tax=Bacteroides thetaiotaomicron TaxID=818 RepID=A0A1H7G6Z9_BACT4
UniRef50_A0A2S9J608    -          NP_536676.1          -                  7   17.7  15.2        11   17.1  15.2   1.2   1   0   0   1   1   1   0 Diguanylate cyclase n=7 Tax=Sphingobacterium TaxID=28453 RepID=A0A2S9J608_9SPHI
UniRef50_A0A2E1A7R1    -          NP_536676.1          -                  7   17.7   3.5       8.2   17.5   3.5   1.1   1   0   0   1   1   1   0 Uncharacterized protein n=1 Tax=Anaerolineaceae bacterium TaxID=2024896 RepID=A0A2E1A7R1_9CHLR
UniRef50_A0A7X9ETW5    -          NP_536676.1          -                7.1   17.7   2.5       8.9   17.4   2.5   1.1   1   0   0   1   1   1   0 Uncharacterized protein n=1 Tax=Syntrophomonadaceae bacterium TaxID=2093811 RepID=A0A7X9ETW5_9FIRM
UniRef50_A0A2D5TFH2    -          NP_536676.1          -                7.1   17.7   4.8       7.1   17.7   4.8   3.2   3   0   0   3   3   2   0 Uncharacterized protein n=1 Tax=Rhodobacteraceae bacterium TaxID=1904441 RepID=A0A2D5TFH2_9RHOB
UniRef50_A0A258I0D1    -          NP_536676.1          -                7.1   17.7   3.8       7.6   17.6   3.8   1.0   1   0   0   1   1   1   0 Uncharacterized protein (Fragment) n=2 Tax=Sphingomonadales TaxID=204457 RepID=A0A258I0D1_9SPHN
UniRef50_UPI000CE64607 -          NP_536676.1          -                7.1   17.7   0.7       7.8   17.6   0.7   1.1   1   0   0   1   1   1   0 protein FAM57B-like n=1 Tax=Chrysemys picta bellii TaxID=8478 RepID=UPI000CE64607
UniRef50_A0A0F0LVL9    -          NP_536676.1          -                7.1   17.7   0.4       7.1   17.7   0.4   3.2   1   1   0   3   3   1   0 DUF1624 domain-containing protein n=5 Tax=Microbacterium TaxID=33882 RepID=A0A0F0LVL9_9MICO
UniRef50_A0A2V2DSL5    -          NP_536676.1          -                7.1   17.7   8.4       7.1   17.7   8.4   3.2   1   1   0   2   2   1   0 Acyltransferase n=1 Tax=Clostridiales bacterium TaxID=1898207 RepID=A0A2V2DSL5_9FIRM
UniRef50_UPI001868356C -          NP_536676.1          -                7.1   17.7   4.0         9   17.4   4.0   1.2   1   0   0   1   1   1   0 rod shape-determining protein MreD n=1 Tax=Fluviibacterium sp. MJW13 TaxID=2720031 RepID=UPI001868356C
UniRef50_A0A1C6AHI6    -          NP_536676.1          -                7.2   17.7  33.8        46   15.1   0.7   3.2   2   1   0   2   2   1   0 Uncharacterized protein n=1 Tax=uncultured Clostridium sp. TaxID=59620 RepID=A0A1C6AHI6_9CLOT
